"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"121" 120 0 9578757 "17242.00000000" "4629.00000000" ".00000000" "17274.84375000" "4630.28125000" ".00000000" 4 "4.00000000" 11 "11.00000000" 36 "53.84375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"122" 121 0 9641611 "17242.00000000" "4629.00000000" ".00000000" "17274.84375000" "4630.28125000" ".00000000" 4 "4.00000000" 11 "11.00000000" 37 "54.84375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"123" 122 0 9700771 "17242.00000000" "4629.00000000" ".00000000" "17274.84375000" "4630.28125000" ".00000000" 4 "4.00000000" 11 "11.00000000" 38 "55.84375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"124" 123 0 9776284 "17242.00000000" "4629.00000000" ".00000000" "17274.84375000" "4630.28125000" ".00000000" 4 "4.00000000" 11 "11.00000000" 39 "56.84375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"125" 124 0 9843215 "17242.00000000" "4629.00000000" ".00000000" "17274.84375000" "4630.28125000" ".00000000" 4 "4.00000000" 11 "11.00000000" 40 "57.84375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"126" 125 0 9911765 "17242.00000000" "4629.00000000" ".00000000" "17273.78125000" "4630.34375000" ".00000000" 4 "4.00000000" 11 "11.00000000" 41 "56.34375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"127" 126 0 9992838 "17242.00000000" "4629.00000000" ".00000000" "17273.78125000" "4630.34375000" ".00000000" 4 "4.00000000" 11 "11.00000000" 42 "57.34375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"128" 127 0 10066592 "17242.00000000" "4629.00000000" ".00000000" "17273.78125000" "4630.34375000" ".00000000" 4 "4.00000000" 11 "11.00000000" 43 "58.34375000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"129" 128 0 10140304 "17242.00000000" "4629.00000000" ".00000000" "17272.71875000" "4630.40625000" ".00000000" 4 "4.00000000" 11 "11.00000000" 44 "56.75000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"130" 129 0 10232000 "17242.00000000" "4629.00000000" ".00000000" "17271.78125000" "4630.34375000" ".00000000" 4 "4.00000000" 11 "11.00000000" 45 "55.03125000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"131" 130 0 10310514 "17242.00000000" "4629.00000000" ".00000000" "17271.59375000" "4630.25000000" ".00000000" 4 "4.00000000" 11 "11.00000000" 46 "53.25000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"132" 131 0 10385314 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 47 "48.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"133" 132 0 10478442 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 48 "49.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"134" 133 0 10547318 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 49 "50.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"135" 134 0 10627946 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 50 "51.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"136" 135 0 10729014 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 51 "52.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"137" 136 0 10798347 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 52 "53.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"138" 137 0 10851316 "17242.00000000" "4629.00000000" ".00000000" "17270.93750000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 53 "54.50000000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"139" 138 0 10925899 "17242.00000000" "4629.00000000" ".00000000" "17270.53125000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 54 "52.37500000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"140" 139 0 10993570 "17242.00000000" "4629.00000000" ".00000000" "17270.53125000" "4630.06250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 55 "53.37500000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"141" 140 0 11050248 "17242.00000000" "4629.00000000" ".00000000" "17269.53125000" "4630.18750000" ".00000000" 4 "4.00000000" 11 "11.00000000" 56 "47.81250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"142" 141 0 11127846 "17242.00000000" "4629.00000000" ".00000000" "17269.53125000" "4630.18750000" ".00000000" 4 "4.00000000" 11 "11.00000000" 57 "48.81250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"143" 142 0 11194767 "17242.00000000" "4629.00000000" ".00000000" "17269.53125000" "4630.18750000" ".00000000" 4 "4.00000000" 11 "11.00000000" 58 "49.81250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"144" 143 0 11257907 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 59 "43.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"145" 144 0 11317790 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 60 "44.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"146" 145 0 11381816 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 61 "45.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"147" 146 0 11450833 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 62 "46.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"148" 147 0 11508560 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 63 "47.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"149" 148 0 11583040 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 64 "48.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
"150" 149 0 11660696 "17242.00000000" "4629.00000000" ".00000000" "17268.46875000" "4629.81250000" ".00000000" 4 "4.00000000" 11 "11.00000000" 65 "49.56250000" "OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|AND  device_screen_timeout>=411 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT user_role=>International THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|AND NOT device_screen_timeout<615 AND NOT user_role=>International THEN=GRANTED|" "fold6"
