"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"127" 126 0 72176872 "7101,00000000" "4842,00000000" ",00000000" "7128,28125000" "4881,21875000" ",00000000" 10 "9,50000000" 43 "57,68750000" 101 "53,65625000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"128" 127 0 72677706 "7101,00000000" "4842,00000000" ",00000000" "7127,53125000" "4881,18750000" ",00000000" 10 "9,53125000" 43 "57,68750000" 102 "50,50000000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"129" 128 0 72917015 "7101,00000000" "4842,00000000" ",00000000" "7127,09375000" "4880,75000000" ",00000000" 10 "9,53125000" 43 "57,75000000" 103 "49,37500000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"130" 129 0 73579011 "7101,00000000" "4842,00000000" ",00000000" "7127,09375000" "4880,75000000" ",00000000" 10 "9,53125000" 43 "57,75000000" 104 "50,37500000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"131" 130 0 74004744 "7101,00000000" "4842,00000000" ",00000000" "7127,09375000" "4880,75000000" ",00000000" 10 "9,53125000" 43 "57,75000000" 105 "51,37500000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"132" 131 0 74583857 "7101,00000000" "4842,00000000" ",00000000" "7127,09375000" "4880,75000000" ",00000000" 10 "9,53125000" 43 "57,75000000" 106 "52,37500000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"133" 132 0 75221650 "7101,00000000" "4842,00000000" ",00000000" "7126,50000000" "4880,59375000" ",00000000" 10 "9,53125000" 43 "57,75000000" 107 "50,96875000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"134" 133 0 75586881 "7101,00000000" "4842,00000000" ",00000000" "7126,50000000" "4880,59375000" ",00000000" 10 "9,53125000" 43 "57,75000000" 108 "51,96875000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"135" 134 0 76347757 "7101,00000000" "4842,00000000" ",00000000" "7126,40625000" "4880,59375000" ",00000000" 10 "9,53125000" 43 "57,81250000" 109 "50,37500000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
"136" 135 0 76626719 "7101,00000000" "4842,00000000" ",00000000" "7126,34375000" "4880,59375000" ",00000000" 10 "9,53125000" 43 "57,75000000" 110 "48,71875000" "AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT device_screen_timeout<196 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 OR NOT device_is_rooted=true AND  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT wifiConnected=false AND  asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 AND NOT wifiConnected=false OR  device_is_rooted=false THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_screen_timeout<196 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT wifiConnected=false AND NOT asset_confidential_level=>PUBLIC OR  device_screen_timeout<=1646 OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR NOT device_type=>LG-P760 AND NOT device_is_rooted=true OR  device_screen_timeout<=1646 AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=STRONGDENY|AND NOT device_has_password=true OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|OR  wifiConnected=true AND  wifiConnected=false AND NOT device_owned_by=>COMPANY OR  device_is_rooted=false THEN=GRANTED|" "fold4"
